h,size,length,basicity_avg,hydrophobicity_avg,helicity_avg,mutation stability_avg,basicity_var,hydrophobicity_var,helicity_var,mutation stability_var,pgen_avg,pgen_var
0.11189431419855089,8,12,211.48303571428568,-1.6316071428571426,0.9620535714285715,18.017857142857142,0.0366463192419829,0.06200841836734689,0.0001427751457725953,1.7080903790087472,6.002502655160307e-08,2.8092739875317994e-15
0.13929375300763955,24,12,211.10446428571424,-1.514077380952381,1.0086309523809525,18.580357142857142,0.5697551574977766,0.24558125462141375,0.000957671546879621,1.2916204525288375,1.3984309165882236e-07,4.8132593654740736e-14
0.13752208009769853,132,12,211.1363636363636,-1.6109469696969698,1.0029437229437228,18.78625541125541,0.8700089223753376,0.15743265692640698,0.000490606249439401,2.1415716008818526,2.4900083358248616e-07,9.430553913806452e-14
0.14305124231644317,32,12,210.05089285714283,-1.0001785714285716,1.0386160714285715,21.308035714285715,0.5187286043449519,0.20662037524687296,0.00035335541474654307,3.8836199802501614,6.85690711222532e-08,8.073780204674493e-15
0.08333333333333333,2,12,212.03214285714282,-1.6410714285714285,1.0235714285714286,19.75,0.42451530612245497,0.008357397959183695,0.00022959183673469224,0.5739795918367325,5.050657710082532e-09,2.6930053771876084e-17
0.1288159288832976,15,13,210.90266666666665,-1.7375111111111112,1.0024444444444445,18.94222222222222,1.1855733333333398,0.18756009312169325,0.0009230899470899433,1.1776931216931208,1.306149268690228e-07,2.9430876073144105e-14
0.08913540989010693,3,13,209.69777777777776,-1.9733333333333334,1.0073333333333332,18.8,0.029792592592591705,0.07324311111111118,0.0003453333333333363,1.7911111111111078,2.0768109787327368e-08,5.0609361473275914e-17
0.09058635851060631,6,13,209.63888888888889,-1.1823333333333335,1.0385555555555557,20.711111111111112,0.13273629629629147,0.12452048888888893,0.0005271851851851849,1.0162962962962967,4.155243089173833e-08,3.471482906738797e-16
0.08333333333333333,2,12,210.19642857142856,-0.7932142857142856,1.0432142857142859,23.464285714285715,0.12145408163262725,0.1661349489795918,4.31122448979597e-05,0.125,1.643619859423645e-09,2.2118473866145384e-18
0.1198368292037013,15,13,211.0146666666666,-1.7714222222222225,0.9988,19.004444444444445,0.8942933333333342,0.17572234074074064,0.0007389968253968265,0.6815661375661383,3.616782922353715e-08,7.660800798844484e-16
0.09656336071428251,3,12,210.84047619047615,-0.9404761904761906,0.9997619047619049,20.28571428571429,0.08195578231293786,0.12553894557823117,0.0007011904761904744,0.5663265306122438,8.662457002713416e-08,5.4863515183323175e-15
